observation_time,observation,upstream_receipt,observation_retrieval,available_at,observation_source,quality_status,qc_field,raw_report,observation_file,observation_sha256
2026-08-27 11:51:00+00:00,24.4,2026-08-27 11:54:09.184000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 271151Z 19009KT 10SM FEW033 FEW075 SCT180 BKN250 24/22 A3005 RMK AO2 SLP176 VCSH W T02440217 10244 20211 50003 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 12:51:00+00:00,25.0,2026-08-27 12:54:11.646000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 271251Z 18008KT 10SM FEW022 FEW037 BKN120 BKN250 25/21 A3006 RMK AO2 SLP179 CB DSNT W-DSNT NW MOV NE T02500211 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 13:51:00+00:00,26.1,2026-08-27 13:54:10.944000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 271351Z 16009KT 10SM FEW026 FEW037 SCT065 BKN130 BKN250 26/21 A3006 RMK AO2 SLP178 TCU DSNT SW CB DSNT NW MOV NE T02610211 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 14:51:00+00:00,25.0,2026-08-27 14:54:06.526000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 271451Z 15012G19KT 10SM -RA FEW025 BKN060TCU BKN130 BKN250 25/21 A3005 RMK AO2 RAB46 SLP175 TCU N P0000 60000 T02500206 58001,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 15:51:00+00:00,24.4,2026-08-27 15:54:08.015000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 271551Z 16011G18KT 10SM -RA FEW025 BKN047TCU BKN130 BKN250 24/21 A3004 RMK AO2 RAE09B35 SLP173 TCU OHD AND SW P0000 T02440206,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 16:51:00+00:00,23.9,2026-08-27 16:54:11.145000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 271651Z 14010KT 10SM FEW022 BKN050 BKN090 OVC170 24/22 A3003 RMK AO2 RAE1554B16E47 SLP167 CB DSNT SW MOV NE VCSH SW-W P0000 T02390217,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 17:03:00+00:00,23.9,2026-08-27 17:06:06.370000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 271703Z 15009KT 10SM TS FEW020 BKN047CB BKN095 OVC150 24/21 A3002 RMK AO2 TSB03 OCNL LTGICCG SW TS SW MOV NE VCSH SW-W T02390211,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 17:51:00+00:00,23.3,2026-08-27 17:54:10.606000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 271751Z 17011G20KT 7SM -TSRA FEW023 BKN043CB OVC110 23/22 A3003 RMK AO2 RAB16 TSB03 SLP170 OCNL LTGICCCCG OHD-SW AND NW TS OHD-SW AND NW MOV NE P0001 60001 T02330217 10261 20233 55005,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 18:51:00+00:00,23.3,2026-08-27 18:54:06.668000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 271851Z 17020G27KT 4SM -TSRA BR FEW015 BKN043CB BKN110 OVC130 23/22 A3003 RMK AO2 PK WND 17027/1851 SLP167 OCNL LTGICCCCG SE-SW TS SE-SW MOV NE P0005 T02330217,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 19:33:00+00:00,22.2,2026-08-27 19:36:17.411000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 271933Z 17018G28KT 10SM FEW008 SCT042 BKN110 BKN170 BKN200 22/20 A3001 RMK AO2 PK WND 19031/1859 RAE31 TSE31 CB DSNT SE-S AND DSNT NW VCSH NW P0004 T02220200,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 19:51:00+00:00,22.2,2026-08-27 19:54:11.058000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 271951Z 17019G29KT 10SM FEW008 SCT042 SCT100 BKN170 BKN210 22/20 A3001 RMK AO2 PK WND 19031/1859 RAE31 TSE31 SLP162 CB DSNT NW VCSH NW P0004 T02220200,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 20:36:00+00:00,23.3,2026-08-27 20:40:06.256000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 272036Z 16009KT 10SM TS SCT042CB BKN085 BKN110 OVC160 23/20 A3002 RMK AO2 PK WND 16027/1955 TSB34 OCNL LTGIC W-NW TS W-NW MOV NE VCSH W-NW T02330200,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 21:48:00+00:00,23.0,2026-08-27 21:52:03.602000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 272148Z 19011KT 10SM FEW037 SCT050 BKN120 BKN250 23/21 A2998 RMK AO2 RAB17E48 TSE48 VCSH NW P0000,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 21:51:00+00:00,23.3,2026-08-27 21:54:10.632000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 272151Z 19011KT 10SM FEW037 SCT050 BKN120 BKN250 23/21 A2998 RMK AO2 RAB17E48 TSE48 SLP151 VCSH NW P0000 T02330211,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 22:51:00+00:00,23.3,2026-08-27 22:54:08.903000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 272251Z 21009KT 10SM -RA FEW017 SCT050 SCT100 BKN160 BKN250 23/22 A2997 RMK AO2 RAB32 SLP148 P0000 T02330222,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-27 23:51:00+00:00,23.3,2026-08-28 00:22:04.845000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 272351Z 22014KT 10SM -RA FEW020 SCT050 BKN100 BKN150 BKN250 23/22 A2995 RMK AO2 RAE2257B33 SLP141 P0000 60009 T02330222 10239 20217 56021,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 00:51:00+00:00,23.3,2026-08-28 00:54:08.805000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280051Z 28005KT 10SM FEW036 SCT050 SCT110 BKN160 BKN250 23/19 A2998 RMK AO2 RAE35 SLP153 P0000 T02330189,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 01:51:00+00:00,22.2,2026-08-28 01:54:08.967000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280151Z 04004KT 10SM FEW040 SCT055 SCT110 BKN250 22/19 A2997 RMK AO2 SLP150 T02220189,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 02:51:00+00:00,21.7,2026-08-28 02:54:09.119000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280251Z 08003KT 10SM FEW050 FEW095 SCT150 BKN250 22/19 A2999 RMK AO2 SLP156 60000 T02170194 51015,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 03:51:00+00:00,22.2,2026-08-28 03:54:07.776000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280351Z 10003KT 10SM FEW065 SCT160 OVC250 22/20 A2999 RMK AO2 SLP154 T02220200,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 04:51:00+00:00,22.2,2026-08-28 04:54:09.899000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280451Z 08003KT 10SM FEW080 SCT120 OVC220 22/21 A2999 RMK AO2 SLP155 T02220206 402610211,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 05:51:00+00:00,22.2,2026-08-28 05:54:07.967000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280551Z 00000KT 10SM FEW080 BKN120 OVC210 22/21 A2999 RMK AO2 SLP156 60000 T02220211 10239 20217 53001,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 06:51:00+00:00,21.7,2026-08-28 06:54:09.198000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280651Z 11004KT 10SM SCT085 BKN130 OVC200 22/21 A2996 RMK AO2 SLP144 T02170206,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 07:31:00+00:00,21.7,2026-08-28 07:34:15.384000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 280731Z 12004KT 1 3/4SM BR FEW030 SCT130 BKN250 22/21 A2994 RMK AO2 T02170211,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 07:47:00+00:00,22.0,2026-08-28 07:50:23.409000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 280747Z 14003KT 1/2SM R04R/2200VP6000FT FG FEW030 SCT130 BKN250 22/21 A2994 RMK AO2,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 07:51:00+00:00,21.7,2026-08-28 07:54:08.498000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280751Z 14005KT 1/4SM R04R/1800V3000FT FG FEW030 SCT130 BKN250 22/22 A2994 RMK AO2 SLP140 T02170217,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 07:56:00+00:00,21.7,2026-08-28 08:00:07.496000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 280756Z 14005KT 1/4SM R04R/1600V2200FT FG VV002 22/22 A2995 RMK AO2 T02170217,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 08:20:00+00:00,22.2,2026-08-28 08:24:06.196000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 280820Z 00000KT 1/4SM R04R/2000V3000FT FG VV002 22/22 A2995 RMK AO2 T02220222,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 08:48:00+00:00,22.0,2026-08-28 08:52:03.643000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 280848Z 00000KT 2 1/2SM R04R/3000V4500FT BR OVC002 22/22 A2996 RMK AO2,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 08:51:00+00:00,22.2,2026-08-28 08:54:06.037000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280851Z 00000KT 2 1/2SM R04R/3000V5000FT BR OVC002 22/22 A2996 RMK AO2 SLP145 T02220217 53000,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 09:16:00+00:00,21.7,2026-08-28 09:20:04.493000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,SPECI KJFK 280916Z 31003KT 5SM BR BKN005 BKN130 BKN250 22/22 A2996 RMK AO2 T02170217,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 09:51:00+00:00,21.7,2026-08-28 09:54:10.703000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 280951Z 04003KT 6SM BR FEW007 BKN041 BKN250 22/21 A2996 RMK AO2 SLP146 T02170211,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 10:51:00+00:00,21.7,2026-08-28 10:54:10.867000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 281051Z 05003KT 4SM BR FEW009 SCT035 BKN170 BKN250 22/21 A2998 RMK AO2 SLP151 T02170211,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 11:51:00+00:00,22.2,2026-08-28 11:54:07.366000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 281151Z 03003KT 4SM BR SCT030 BKN130 BKN170 BKN250 22/22 A2999 RMK AO2 SLP155 70010 T02220217 10228 20217 53010,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 12:51:00+00:00,22.8,2026-08-28 12:54:07.996000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 281251Z VRB03KT 6SM BR FEW030 SCT130 BKN190 BKN250 23/21 A3000 RMK AO2 SLP159 T02280211,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 13:51:00+00:00,23.9,2026-08-28 13:54:07.648000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 281351Z 23004KT 8SM FEW030 SCT130 BKN170 BKN250 24/21 A3002 RMK AO2 SLP165 T02390206,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 14:51:00+00:00,26.1,2026-08-28 14:54:13.701000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,4,METAR KJFK 281451Z 24003KT 10SM FEW030 BKN190 BKN250 26/21 A3002 RMK AO2 SLP165 T02610206 51010,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 15:51:00+00:00,26.7,2026-08-28 15:54:09.072000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 281551Z 26005KT 10SM FEW030 BKN190 BKN250 27/20 A3001 RMK AO2 SLP162 T02670200 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 16:51:00+00:00,27.8,2026-08-28 16:54:10.030000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 281651Z 25007KT 10SM FEW030 SCT190 BKN250 28/21 A3000 RMK AO2 SLP158 T02780206 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 17:51:00+00:00,27.2,2026-08-28 17:54:06.434000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 281751Z 21011KT 10SM SCT040 BKN190 BKN250 27/21 A3001 RMK AO2 SLP161 T02720211 55004 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 18:51:00+00:00,28.3,2026-08-28 18:54:07.468000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 281851Z 21011KT 10SM SCT048 SCT190 BKN250 28/21 A3000 RMK AO2 SLP159 T02830211 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 19:51:00+00:00,28.9,2026-08-28 19:54:07.149000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 281951Z 20011KT 10SM SCT050 SCT190 BKN250 29/20 A2999 RMK AO2 SLP156 T02890200 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 20:51:00+00:00,26.1,2026-08-28 20:54:11.994000+00:00,2026-09-17 21:00:47.612925+00:00,2026-09-17 21:00:47.612925+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 282051Z 21011KT 10SM SCT050 SCT080 SCT100 BKN250 26/21 A3000 RMK AO2 SLP157 T02610211 55004 $,data/raw/metar/20260917T210047612152Z_KJFK.json,8aa3325a612919300011faa049db5cdb147d1df60dbfd42a71c89a5c9f1a714e
2026-08-28 21:51:00+00:00,24.4,2026-08-28 21:54:08.989000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 282151Z 20015KT 10SM -RA BKN055 BKN070 BKN110 BKN250 24/22 A3000 RMK AO2 RAB46 SLP160 P0000 T02440217 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-28 22:51:00+00:00,25.0,2026-08-28 22:54:09.584000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 282251Z 20005KT 10SM -RA BKN044TCU BKN065 BKN100 BKN250 25/22 A3001 RMK AO2 RAE18B47 SLP161 TCU OHD-N P0000 T02500217 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-28 23:51:00+00:00,24.4,2026-08-28 23:54:10.356000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 282351Z 14004KT 10SM BKN046TCU BKN060 BKN090 BKN250 24/22 A3002 RMK AO2 RAE11 SLP164 TCU OHD-E P0002 60002 T02440222 52007 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 00:51:00+00:00,23.9,2026-08-29 00:54:09.846000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290051Z 00000KT 10SM FEW045 FEW060 SCT080 BKN250 24/22 A3004 RMK AO2 SLP172 T02390217 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 01:51:00+00:00,24.4,2026-08-29 01:54:08.191000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290151Z 34013G19KT 10SM FEW080 BKN250 24/16 A3006 RMK AO2 SLP178 T02440156 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 02:51:00+00:00,23.9,2026-08-29 02:54:18.736000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290251Z 35008KT 10SM FEW050 SCT070 SCT250 24/15 A3006 RMK AO2 SLP180 T02390150 51016 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 03:51:00+00:00,22.8,2026-08-29 03:54:09.463000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290351Z 35010KT 10SM SCT070 SCT250 23/14 A3008 RMK AO2 SLP186 T02280139 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 04:51:00+00:00,21.7,2026-08-29 04:54:09.408000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290451Z 36008KT 10SM FEW070 SCT250 22/14 A3010 RMK AO2 SLP193 T02170139 402890217 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 05:51:00+00:00,21.1,2026-08-29 05:54:06.869000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290551Z 36010KT 10SM FEW070 SCT250 21/14 A3012 RMK AO2 SLP199 T02110144 10250 20211 51019 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 06:51:00+00:00,20.0,2026-08-29 06:54:07.825000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290651Z 02012KT 10SM FEW250 20/14 A3013 RMK AO2 SLP203 T02000144 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 07:51:00+00:00,19.4,2026-08-29 07:54:11.063000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290751Z 01013KT 10SM FEW250 19/11 A3015 RMK AO2 SLP208 T01940111 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 08:51:00+00:00,18.9,2026-08-29 08:54:08.334000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290851Z 01011KT 10SM SCT250 19/11 A3016 RMK AO2 SLP213 T01890111 52014 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 09:51:00+00:00,17.8,2026-08-29 09:54:11.950000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 290951Z 35010KT 10SM FEW070 FEW250 18/11 A3018 RMK AO2 SLP219 T01780111 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
2026-08-29 10:51:00+00:00,18.3,2026-08-29 10:54:06.998000+00:00,2026-09-17 21:00:42.751500+00:00,2026-09-17 21:00:42.751500+00:00,KJFK METAR,basic_screen_pass,12,METAR KJFK 291051Z 36010KT 10SM FEW070 SCT250 18/11 A3020 RMK AO2 SLP225 T01830106 $,data/raw/metar/20260917T210042750435Z_KJFK.json,f0bde6a0d0f8f7f2decda954fba0746087f2ed499e2429830db207b54874adeb
