method,prediction_year,historical_year,weight,temperature_shift_c,monthly_hdd_f_days,payout_usd
expanding,2011,2002,0.09090909090909091,0.0,324.51000000000005,4752.000000000004
expanding,2011,2003,0.09090909090909091,0.0,303.57,2657.999999999998
expanding,2011,2004,0.09090909090909091,0.0,260.64,0.0
expanding,2011,2005,0.09090909090909091,0.0,248.52000000000004,0.0
expanding,2011,2006,0.09090909090909091,0.0,285.72,873.0000000000018
expanding,2011,2007,0.09090909090909091,0.0,129.57,0.0
expanding,2011,2008,0.09090909090909091,0.0,281.58,458.9999999999975
expanding,2011,2009,0.09090909090909091,0.0,290.28000000000003,1329.000000000002
expanding,2011,2010,0.09090909090909091,0.0,203.88,0.0
recent_10,2011,2001,0.1,0.0,257.09999999999997,0.0
recent_10,2011,2002,0.1,0.0,324.51000000000005,4752.000000000004
recent_10,2011,2003,0.1,0.0,303.57,2657.999999999998
recent_10,2011,2004,0.1,0.0,260.64,0.0
recent_10,2011,2005,0.1,0.0,248.52000000000004,0.0
recent_10,2011,2006,0.1,0.0,285.72,873.0000000000018
recent_10,2011,2007,0.1,0.0,129.57,0.0
recent_10,2011,2008,0.1,0.0,281.58,458.9999999999975
recent_10,2011,2009,0.1,0.0,290.28000000000003,1329.000000000002
recent_10,2011,2010,0.1,0.0,203.88,0.0
temperature_trend,2011,2000,0.09090909090909091,1.2387096774193551,215.73870967741937,0.0
temperature_trend,2011,2001,0.09090909090909091,1.1260997067448684,207.0294721407625,0.0
temperature_trend,2011,2002,0.09090909090909091,1.0134897360703814,278.9029618768328,191.296187683281
temperature_trend,2011,2003,0.09090909090909091,0.9008797653958946,256.2772434017595,0.0
temperature_trend,2011,2004,0.09090909090909091,0.7882697947214078,218.98231671554242,0.0
temperature_trend,2011,2005,0.09090909090909091,0.6756598240469209,219.0176832844574,0.0
temperature_trend,2011,2006,0.09090909090909091,0.5630498533724342,257.34228739002936,0.0
temperature_trend,2011,2007,0.09090909090909091,0.4504398826979473,114.16495601173021,0.0
temperature_trend,2011,2008,0.09090909090909091,0.33782991202346047,266.3776539589442,0.0
